,Duration,Layers,Loglik,Loglikprior,MSE,NumData,Trial
0,12.274729013442993,1,9.685358129235814,7.592669835144367,0.1222383399795701,75,0
1,127.7996039390564,2,13.986799195343973,17.575294469527584,0.020730731194883282,75,0
2,474.9038450717926,3,9.75155558687306,25.04755291079612,0.12881663083617498,75,0
3,29.087224006652832,1,27.215826631569094,18.2742927808954,0.07641401173303725,150,0
4,273.7465009689331,2,-5.308565190614231,-3.319464161042502,0.056244846031310074,150,0
5,659.1356539726257,3,27.179873670243367,56.831719593337475,0.06943998478487332,150,0
6,98.49286389350891,1,20.526807566449975,8.2716424138146,0.1537527704890756,300,0
7,957.6635689735413,2,-72.52331813334867,-76.81311110809642,0.09556244525595463,300,0
8,646.0399241447449,3,-79.93000603407198,-13.099907949890408,0.9801367226445492,300,0
9,9.773015022277832,1,9.985367973482418,3.605350959648246,0.09132158155457444,75,1
10,90.16584086418152,2,11.608969144321472,15.538812032653222,0.06153187610639949,75,1
11,211.8613600730896,3,8.000193514966988,38.71119013640287,0.07740303404798946,75,1
12,19.574976921081543,1,28.603977759677434,15.576175767241448,0.05765969611417129,150,1
13,253.1532700061798,2,-0.12593603374779672,2.3655846269797935,0.03650760307862129,150,1
14,933.3210079669952,3,29.296016246359148,42.181629871637064,0.025463801921797886,150,1
15,58.6276478767395,1,41.42194433972586,27.317488885250178,0.0709819749882472,300,1
16,600.6407768726349,2,53.62816331611475,37.489464678190224,0.015984172088813045,300,1
17,3622.564785003662,3,44.424366261750656,48.90480747660195,0.00998839443195021,300,1
